period,stock_id,vendor,data_type,report_index,report_index_description,report_index_standard,report_index_value,report_index_analysis,report_index_note,report_score,report_signal,report_score_detail,report_score_summary,report_risk
2025Q4,3209,全科科技,2,,,,,,,46,黃燈,"償債能力整體佳（如利息保障倍數、流動比、速動比、現金比均優於標準），但現金流量比為負值，需注意營運現金流動性。
獲利能力偏弱（營業利益率、營業毛利率、稅後淨利率、資產報酬率均低於標準），雖每股盈餘成長率極高，但獲利結構不穩。
資本結構風險明顯（負債對淨值比率、負債總額、股東權益總額均劣於標準），財務槓桿過高，償債壓力大。
營運效率高（固定資產週轉率、存貨週轉率、總資產週轉率優於標準），但應收帳款週轉率及佔營收比率偏低，資金回收風險需改善。",本季財務指標中，償債能力及營運效率表現佳，但獲利能力與資本結構明顯劣於標準，現金流量負值亦需關注。整體評分為46分，屬於中度風險，建議加強獲利結構及資本管理。,全科科技公司2025Q4財務狀況顯示，償債能力與營運效率良好，但獲利能力偏弱、資本結構不佳、現金流量負值，最重要風險為高負債比率與財務槓桿，若未改善將加重償債壓力。建議公司加強獲利結構、提升毛利率、改善應收帳款管理，並積極降低負債比率，強化資本結構與現金流量，以降低財務風險。
2025Q4,2385,群光,2,,,,,,,46,黃燈,"流動比、速動比、現金比、現金流量比均符合或優於標準，顯示短期償債能力與現金流充足。
存貨、應收帳款相關指標皆偏高或低於標準，顯示營運資金管理有明顯風險。
獲利能力指標（EPS、毛利率、淨利率、資產報酬率、股東權益報酬率）多數低於標準，獲利能力明顯下降。
資本結構整體穩健，負債比率、股東權益比率、長期負債皆符合標準，但營運效率（資產週轉率）略低。",群光公司短期償債能力與資本結構良好，但營運資金管理、獲利能力及營運效率皆有明顯弱點，整體評分為46分，屬於黃燈區需密切注意。,群光公司2025Q4財報顯示，短期償債能力與現金流量充足，資本結構穩健，長期負債極低。然而，營運資金管理（存貨與應收帳款）明顯不佳，存貨積壓與應收帳款回收速度慢，導致營運效率低下。獲利能力大幅衰退，EPS年成長率為負，毛利率與淨利率皆低於標準，需警惕營收與獲利下滑的風險。建議公司加強存貨及應收帳款管理、提升營運效率，並積極改善獲利能力以降低財務風險。
2025Q4,3390,旭軟,2,,,,,,,43,黃燈,"短期與長期償債能力極佳：流動比、速動比、現金比、負債比率等皆優於標準，顯示資本結構穩健，償債壓力極低。
獲利能力極弱：營業利益率、稅後淨利率、每股盈餘、資產報酬率、股東權益報酬率皆遠低於標準，獲利能力明顯不足。
資產與營運效率不佳：固定資產週轉率、總資產週轉率、應收帳款週轉率皆低於標準，資產與營運效率需加強。
現金流與收款風險高：現金流量比為負值，應收帳款佔營收比率過高，營運現金流量不足，資金回收風險大。",旭軟公司償債能力與資本結構表現優異，但獲利能力、資產運用效率及現金流狀況極差，整體財務風險偏高，因此評分為43分，屬於黃燈區。,旭軟公司2025Q4財務結構穩健，短期與長期償債能力極佳，負債比率低。然而，獲利能力極弱、營運效率不佳、現金流量為負且應收帳款佔營收比率過高，顯示資金回收風險大且現金流壓力高。最重要的風險在於獲利能力不足與現金流量負值，建議公司加強營運管理、提升產品毛利率、改善應收帳款回收效率，並強化現金流量管理，以降低財務風險並提升整體營運績效。
2025Q4,6270,倍微,2,,,,,,,39,紅燈,"短期償債能力充裕：流動比、速動比、現金比等指標遠高於標準，顯示公司短期償債能力強。
獲利能力與成長性嚴重不足：每股盈餘、淨利率、營業利益率、毛利率、資產報酬率等均明顯低於標準，且盈餘年成長率大幅衰退。
應收帳款與存貨風險高：應收帳款佔營收比率與存貨佔營收比率過高，週轉率偏低，顯示資金回收緩慢且庫存壓力大。
資本結構穩健但營運效率不足：負債比、權益比等結構良好，但總資產週轉率偏低，顯示資產運用效率待提升。",雖然公司短期償債能力與資本結構表現優異，但獲利能力、成長性、資產運用效率及應收帳款、存貨管理等多項關鍵指標明顯落後，整體財務風險偏高，因此評分僅39分，屬於紅燈區。,倍微公司2025Q4雖然在短期償債能力與資本結構上表現良好，但最主要的財務風險來自於獲利能力嚴重不足（如每股盈餘、淨利率、營業利益率皆偏低），且應收帳款與存貨佔營收比率過高，資金回收與庫存週轉壓力大，導致現金流量比偏低。建議公司應強化銷售回款、加強存貨管理、提升營運效率，並積極改善獲利結構，以降低財務風險。
2025Q4,6230,尼得,2,,,,,,,34,紅燈,"獲利能力極差：多項獲利指標（每股盈餘、淨利率、股東權益報酬率、資產報酬率）皆為負值，顯示公司處於虧損狀態。
現金與資本結構穩健：流動比、速動比、現金比、股東權益總額、長期負債皆優於標準，短期償債能力佳且資本結構穩定。
營運效率與收款能力低：存貨佔營收比率、應收帳款佔營收比率、週轉率皆劣於標準，顯示營運效率與收款能力不佳。
業外損益與現金流量不足：業外損益為負且現金流量比低於標準，顯示財務壓力大且營運現金流量不足。",尼得公司雖然資本結構穩健且短期償債能力佳，但獲利能力極差、營運效率低、收款困難及現金流量不足，整體財務風險極高，因此評分僅34分，屬於紅燈警示。,尼得公司2025Q4財務狀況顯示，最嚴重的風險在於獲利能力極差與營運效率低下，尤其應收帳款與存貨積壓嚴重，現金流量不足，且利息保障倍數為負，顯示營業利益無法支應利息支出。建議公司積極改善營運效率、加強收款管理、減少庫存積壓，並檢討成本結構與業外損失，提升獲利能力與現金流量，以降低財務風險。
2025Q4,5457,宣德,2,,,,,,,54,黃燈,"獲利能力指標（如每股稅後盈餘、毛利率、淨利率、成長率）均優於標準，顯示營運獲利動能強。
現金流量及現金比、利息保障倍數等短期支付能力指標表現佳，資金安全性高。
負債比率、負債對淨值比率、流動比、速動比等償債能力指標多數劣於標準，財務結構偏弱，短期償債壓力需注意。
應收帳款及存貨管理指標偏弱，資金回收效率與庫存壓力需改善，否則可能影響營運現金流。",宣德公司在獲利能力及現金流表現上具備優勢，但財務結構與資產運用效率、短期償債能力指標多數未達標，整體評分為54分，屬於黃燈區間，需積極改善財務結構與資金管理。,宣德公司最重要的財務風險在於負債比率偏高、負債對淨值比率過高，以及流動比、速動比低於標準，顯示短期償債能力不足，財務結構不夠穩健。此外，應收帳款及存貨管理不佳，資金回收速度慢，庫存壓力大，易造成營運現金流緊張。建議公司加強資金管理、改善應收帳款及存貨週轉效率，並降低負債比率，提升流動比與速動比，強化財務安全性，減少財務風險。
2025Q4,2316,楠梓電,2,,,,,,,53,黃燈,"流動比、現金比、股東權益總額、負債對淨值比率等指標均優於標準，顯示短期償債能力與財務結構穩健。
存貨佔營收比率、應收帳款佔營收比率、業外損益佔營收比率、營業利益率等主業營運指標明顯劣於標準，顯示主業經營困難。
資產週轉率、資產報酬率、股東權益報酬率等資產運用效率指標偏低，資產未能有效創造收益。
每股稅後盈餘與成長率、稅後淨利率等獲利指標雖優於標準，但主業虧損與業外損益過高，獲利來源結構有疑慮。",財務結構穩健、短期償債能力強，但營運效率與主業獲利能力極需改善，整體評分為53分，屬於黃燈警示區，需密切監控營運風險。,楠梓電公司2025Q4財務結構穩健，短期及長期償債能力均佳，現金儲備充足，負債比率低。然而，主業營運效率極差，存貨與應收帳款積壓嚴重，營業利益率及毛利率均遠低於標準，且高度依賴業外損益獲利，顯示主業經營困難。最重要的風險為主業虧損與營運效率低下，建議公司應積極改善銷售效率、加強存貨與應收帳款管理，並提升主業獲利能力，以降低營運風險，確保長期穩健發展。
2025Q4,2365,昆盈,2,,,,,,,57,黃燈,"償債能力極佳：流動比、速動比、現金比、負債比率等均遠優於標準，短期與長期償債壓力極低。
獲利能力偏弱：每股盈餘、營業利益率、稅後淨利率、資產報酬率、股東權益報酬率均低於標準，顯示獲利能力不足。
資產運用效率不佳：固定資產週轉率、總資產週轉率、存貨週轉率等均低於標準，資產與存貨管理需改善。
營運現金流量與業外損益依賴度：現金流量比低於標準，業外損益佔營收比率高，營運現金流量不足且營收來源結構有風險。",昆盈公司在償債能力與資本結構方面表現優異，但獲利能力、資產運用效率及現金流量狀況明顯低於標準，整體評分為57分，屬於黃燈區，需關注營運效率與獲利能力的提升。,昆盈公司最大財務風險在於獲利能力與資產運用效率不足，存貨與應收帳款佔比高，現金流量比低，營運現金流量未能有效支撐營業活動。此外，業外損益佔營收比率過高，顯示公司過度依賴非營業收入。建議公司加強營運管理、提升資產週轉效率、強化獲利能力，並降低對業外損益的依賴，以改善整體財務健康度。
2025Q4,6922,宸耀,2,,,,,,,56,黃燈,"短期償債能力強（如流動比、速動比、流動負債比率），但現金流量比為負，需注意現金流管理。
存貨壓力極大且週轉緩慢（存貨佔營收比率、存貨週轉率），恐影響資金周轉與未來獲利。
獲利能力指標多數低於標準（稅後淨利率、資產報酬率、股東權益報酬率、每股盈餘成長率），顯示經營績效下滑。
資本結構穩健（負債對淨值比率、股東權益總額、長期負債比率），財務風險尚可控。",宸耀公司在資本結構與短期償債能力表現良好，但存貨與現金流問題明顯，獲利能力亦有下滑趨勢，故評分為56分，屬於黃燈區間，建議持續改善營運效率與現金流管理。,宸耀公司目前最主要的風險在於存貨壓力過大與現金流量為負，顯示營運資金有短缺疑慮，且獲利能力下滑恐進一步惡化財務結構。建議公司應加強存貨管理、提升存貨去化速度，並審慎控管現金流出，強化營運現金流量，同時積極提升獲利能力，以降低財務風險。
2025Q4,3673,TPK-KY,2,,,,,,,45,黃燈,"流動比、速動比、現金比等短期償債指標表現優異，顯示短期資金流動性良好。
應收帳款、存貨等營運資金管理指標明顯劣於標準，資金回收與存貨積壓風險高。
獲利能力指標（如營業利益率、毛利率、稅後淨利率、每股盈餘）普遍低於標準，顯示本業經營困難，獲利空間有限。
負債對淨值比率偏高，資產報酬率及股東權益報酬率皆明顯低於標準，長期財務結構需加強。",雖然公司短期償債能力與現金水位充足，但獲利能力、營運資金管理及資產運用效率明顯偏弱，且部分負債指標偏高，整體財務風險偏高，因此評分僅45分，屬於黃燈等級，需密切關注營運改善。,TPK-KY公司2025Q4財務狀況顯示短期償債能力尚佳，但本業獲利能力明顯不足，營運資金管理（應收帳款、存貨）問題嚴重，資金回收及存貨積壓風險高，長期負債壓力亦不可忽視。建議公司應加強本業營運效率，提升毛利率與營業利益率，積極改善應收帳款與存貨管理，並審慎控管負債比率，以降低整體財務風險，確保永續經營。
2025Q4,3376,新日興,2,,,,,,,41,黃燈,"短期償債能力極佳（如流動比、速動比、現金比、現金流量比、負債比等指標皆優於標準），顯示公司短期財務結構穩健。
獲利能力嚴重下滑（如每股盈餘、獲利成長率、營業利益率、稅後淨利率、股東權益報酬率等皆遠低於標準），本業經營面臨重大挑戰。
營運效率偏低（如固定資產週轉率、存貨週轉率、應收帳款週轉率、總資產週轉率等皆低於標準），資產及資金運用效益不佳。
存貨及應收帳款比重過高，顯示資金大量卡在存貨與應收帳款，流動性風險與呆帳風險需特別注意。",雖然公司短期償債能力與資本結構十分健全，但獲利能力大幅下滑且營運效率低落，存貨與應收帳款積壓嚴重，導致整體評分僅能落在黃燈區間，需密切關注營運與資金周轉風險。,新日興公司2025Q4的財務結構穩健，短期償債能力與現金流量均優於同業。然而，最嚴重的風險在於本業獲利能力明顯惡化，營收成長停滯、毛利率下降、營業利益率為負，且存貨與應收帳款比重過高，顯示營運資金大量積壓，增加呆帳與存貨跌價損失風險。建議公司應積極改善本業經營效率，強化銷售與收現管理，加速存貨去化，並優化產品組合以提升毛利率，否則未來將面臨更嚴重的獲利與現金流風險。
2025Q4,6755,連鋐科技,2,,,,,,,38,紅燈,"短期償債能力不足：流動比率、速動比率、現金比率皆低於標準，顯示公司短期資金壓力大。
資本結構偏弱：負債對淨值比率、負債比率、股東權益總額(%)等指標皆顯示公司財務槓桿過高，抗風險能力不足。
獲利能力與現金流偏弱：營業利益率、稅後淨利率、ROA、ROE、現金流量比率等均低於標準，反映公司獲利及現金流量表現不佳。
部分營運效率尚可：固定資產週轉率、總資產週轉率、存貨占流動資產比率、應收帳款占流動資產比率等指標表現優於或符合標準，顯示營運效率尚有可取之處。",本次評分為38分，反映連鋐科技公司於2025Q4財務結構偏弱，短期償債能力明顯不足，負債比率偏高，獲利及現金流表現皆未達標準，整體財務風險偏高，僅部分營運效率指標表現尚可，需積極改善財務結構與現金流。,連鋐科技公司於2025Q4面臨明顯的財務風險，最主要風險來自於高負債比率與低資本適足率，導致財務槓桿過高，抗風險能力薄弱。同時，短期償債能力指標(如流動比率、速動比率、現金比率)均低於標準，現金流量亦偏弱，若遇資金緊縮或外部環境變化，恐有流動性危機。建議公司應積極強化資本結構，降低負債比重，提升現金水位，並加強營運現金流管理，以提升整體財務穩健度與抗風險能力。
2025Q4,3659,百辰,2,,,,,,,52,黃燈,"短期償債能力指標（流動比率、速動比率、現金比率）均優於標準，顯示公司短期資金調度尚稱充裕。
資本結構指標（負債比率、負債對淨值比率、股東權益總額）多數劣於標準，顯示財務槓桿偏高，資本結構有待強化。
獲利能力及現金流量指標（ROA、ROE、EPS、現金流量比率等）多數低於標準，反映營運效率及現金流量壓力。
應付帳款與流動負債占比高，反映短期負債壓力大，需注意供應商及銀行的資金調度風險。",百辰公司短期償債能力表現尚可，但資本結構與現金流量指標偏弱，財務槓桿高於同業，獲利能力亦有下滑趨勢，整體財務風險屬於中等偏高，給予52分，屬於黃燈區間。,百辰公司2025Q4的財務狀況顯示，雖然短期償債能力尚屬穩健，但資本結構偏向負債，負債比率、負債對淨值比率及流動負債占比皆高於一般標準，顯示公司對外部資金依賴度高，若營運現金流量進一步惡化，將面臨較大償債壓力。最重要的風險在於現金流量與獲利能力不足，建議公司加強營運效率、提升獲利能力，並逐步降低負債比率，以強化財務體質，減少財務風險。
2025Q4,3481,群創,2,,,,,,,38,紅燈,"獲利能力極弱：營業利益率、稅後淨利率、每股盈餘、資產報酬率、股東權益報酬率均遠低於標準，顯示公司核心獲利能力嚴重不足。
營運效率低下：存貨佔營收比率、應收帳款佔營收比率、週轉率等指標皆劣於標準，資金流動性與營運效率有重大問題。
償債能力尚可但現金流量不足：流動比、速動比、現金比優於或接近標準，但營業現金流量比偏低，短期償債能力有壓力。
資本結構穩健：股東權益總額、負債比率、長期負債等指標優於標準，財務槓桿適中，資本結構良好。",本季群創公司財務風險極高，雖然資本結構穩健，部分償債能力指標尚可，但獲利能力嚴重不足、營運效率低下、現金流量偏弱，整體評分僅38分，屬於紅燈區，需積極改善營運與獲利狀況。,群創公司2025Q4財務狀況顯示最大風險在於獲利能力與營運效率。營業利益率、稅後淨利率、每股盈餘等皆為負或極低，營運週轉效率不佳，存貨與應收帳款積壓嚴重，現金流量不足以償還短期負債。建議公司需加強產品競爭力、提升營運效率、優化存貨與應收帳款管理，並積極開拓新市場以改善獲利及現金流量，否則將面臨持續虧損與資金壓力的重大財務風險。
2025Q4,5490,同亨,2,,,,,,,58,黃燈,"短期償債能力極佳（流動比、速動比、現金比、負債比等均大幅優於標準），顯示公司短期財務風險極低。
存貨、應收帳款相關指標（存貨佔營收比、存貨週轉率、應收帳款佔營收比、應收帳款週轉率）皆明顯劣於標準，顯示營運資金管理有明顯隱憂。
獲利能力指標（每股盈餘、營業利益率、稅後淨利率、資產報酬率、股東權益報酬率）大多低於標準，僅有EPS年成長率表現突出，需警惕獲利品質。
現金流量比為負數，營運現金流出現問題，若未改善將影響長期穩健經營。",同亨公司雖然短期償債能力與資本結構極佳，但營運資金管理與獲利能力存在明顯缺陷，尤其是存貨與應收帳款積壓嚴重，現金流亦有壓力，因此僅給予58分，屬於黃燈警示。,同亨公司2025Q4財務結構穩健，短期償債能力極強，資本結構優於同業。但存貨與應收帳款積壓嚴重，存貨週轉與應收帳款週轉皆偏低，導致營運資金效率不佳，且現金流量為負，長期若未改善恐影響營運穩定。建議加強存貨與應收帳款管理、提升現金流量品質，並持續改善獲利能力，以降低財務風險。
2025Q4,2397,友通,2,,,,,,,31,紅燈,"獲利能力極弱：利息保障倍數、稅後淨利率、每股稅後盈餘、股東權益報酬率、資產報酬率皆為負或極低，顯示公司處於虧損狀態。
資金流動性有壓力：現金流量比、應收帳款週轉率、存貨週轉率均低於標準，且存貨及應收帳款占營收比例過高，資金回收困難。
負債槓桿偏高：負債對淨值比率、負債總額均高於標準，財務槓桿過高，資本結構偏弱。
部分短期償債能力尚可：流動比、速動比、現金比、長期負債等指標符合或優於標準，短期償債能力尚可。",友通公司多數核心財務指標均劣於一般標準，特別是獲利能力、資金流動性與負債槓桿，僅有資產運用效率、短期償債能力部分指標優於標準，因此評分為31分，屬於高風險狀態。,友通公司2025Q4財務狀況顯示獲利能力極弱，資金流動性不足，且負債槓桿偏高。最重要的風險為營運虧損與資金回收困難，若無法改善獲利結構及加速資金週轉，將面臨持續虧損與財務危機。建議加強營收成長、提升收款效率、降低存貨積壓，並積極調整資本結構以降低負債比率，確保公司財務穩健。
2025Q4,3501,維熹,2,,,,,,,48,黃燈,"流動比、速動比、現金比等短期償債指標表現優異，顯示公司短期償債能力極強。
存貨及應收帳款相關指標（存貨佔營收比率、存貨週轉率、應收帳款佔營收比率、應收帳款週轉率）均遠低於標準，顯示資金周轉與存貨管理風險極高。
獲利能力指標（每股稅後盈餘、稅後淨利率、營業利益率、股東權益報酬率、資產報酬率等）多數低於標準，顯示本業及整體獲利能力偏弱。
資本結構穩健，負債比率低，長短期負債壓力皆小，財務槓桿風險低。",公司雖然短期償債能力與資本結構極佳，但獲利能力明顯不足，且存貨與應收帳款積壓嚴重，資金周轉效率低，整體財務風險偏高，因此評分為48分，屬於黃燈區間。,維熹公司2025Q4財務結構穩健，短期及長期償債能力極佳，負債比率低，現金充裕。然而，最重要的風險在於存貨與應收帳款積壓嚴重，存貨佔營收比率高達158.4%，應收帳款佔營收比率127.1%，且週轉率明顯偏低，顯示公司資金大量卡在存貨與應收帳款，流動性風險極高。此外，獲利能力明顯下滑，每股盈餘年衰退率高達-79.29%，本業獲利率亦低於標準。建議公司積極改善存貨管理與應收帳款回收，加強銷售與成本控管，提升獲利能力，降低營運風險。
2025Q4,6189,豐藝電子,2,,,,,,,53,黃燈,"流動比、速動比、現金比等短期償債能力指標均優於標準，顯示公司短期財務穩健。
應收帳款佔營收比率過高且週轉率偏低，應收款回收風險大，資金壓力明顯。
獲利能力指標（如每股盈餘、毛利率、營業利益率、淨利率等）多數低於標準，顯示本業獲利下滑。
負債對淨值比率偏高，財務槓桿較大，需注意資本結構風險。",公司在短期償債與現金流動性方面表現良好，但獲利能力明顯下滑，且應收帳款回收風險高，財務槓桿偏高，整體財務風險偏中等，評分為53分，屬於黃燈警戒區。,豐藝電子2025Q4財務狀況顯示，雖然短期償債能力與資產運用效率良好，長期負債風險極低，但最大風險來自應收帳款佔營收比率過高且回收速度緩慢，導致資金壓力與呆帳風險提升。此外，獲利能力指標普遍低於標準，顯示本業經營壓力大。建議公司加強應收帳款管理、提升回收效率，並積極改善本業獲利結構，以降低財務槓桿，強化整體財務體質。
2025Q4,2409,友達,2,,,,,,,38,紅燈,"獲利能力指標（如營業利益率、每股盈餘、毛利率、資產報酬率、股東權益報酬率）多數低於標準，顯示本業經營壓力大，獲利能力偏弱。
流動性與償債能力指標（如流動比、速動比、現金流量比）多數偏低，短期償債壓力明顯，現金流量不足需特別注意。
資本結構（如負債對淨值比率、負債總額、股東權益總額）偏弱，財務槓桿高，抗風險能力有限。
部分營運效率指標（如固定資產週轉率、總資產週轉率、存貨佔營收比率、應收帳款佔營收比率）顯示資產運用效率及資金回收能力有待加強，存貨與應收帳款積壓風險大。",友達公司2025Q4多數財務指標表現低於產業標準，特別是在獲利能力、現金流量及資本結構方面，顯示整體財務風險偏高，評分38分，屬於紅燈區間，建議儘速改善本業獲利及現金流量結構。,友達公司2025Q4財務狀況顯示出多項風險，最主要風險為本業獲利能力不足（營業利益率為負、每股盈餘偏低、資產報酬率與股東權益報酬率明顯低於標準），再加上現金流量比極低、流動比與速動比偏低，短期償債壓力大，且存貨與應收帳款佔比過高，資金周轉風險顯著。建議公司應強化本業競爭力、加速存貨與應收帳款回收、優化資本結構與現金流量管理，以提升整體財務健康度，降低財務風險。
2025Q4,1717,長興,2,,,,,,,42,黃燈,"流動性指標如流動比、速動比、現金比皆優於標準，短期償債能力強。
存貨及應收帳款相關指標遠劣於標準，資金流動性與回收風險極高。
獲利能力指標如每股盈餘、營業利益率、稅後淨利率、資產報酬率皆低於標準，獲利能力明顯不足。
資本結構指標如負債對淨值比率、負債總額、股東權益總額皆偏弱，財務槓桿風險高。",雖然短期償債能力良好，但存貨與應收帳款積壓嚴重、獲利能力疲弱、資本結構不佳，整體財務風險偏高，因此評分為42分，屬於黃燈區間。,長興公司2025Q4財務狀況顯示，最主要的風險在於存貨與應收帳款積壓，資金流動性與回收效率極差，導致現金流量不足。此外，獲利能力與資本結構皆偏弱，負債壓力大。建議公司加強存貨管理、提升應收帳款回收效率、強化獲利能力並改善資本結構，以降低財務風險。
2025Q4,3114,好德,2,,,,,,,48,黃燈,"流動比、速動比、現金比等短期償債能力指標均優於標準，顯示公司流動性充足。
應收帳款佔營收比率及週轉率均劣於標準，資金回收效率低，資金流動風險高。
獲利能力指標如每股盈餘、毛利率、淨利率、股東權益報酬率皆低於標準，獲利能力不足。
資本結構穩健，負債比率、股東權益比率等均符合或優於標準，但資產運用效率需提升。",好德公司流動性與資本結構表現良好，但獲利能力及資金回收效率明顯不足，整體風險偏高，故評分為48分，屬於黃燈區間。,好德公司2025Q4財務狀況顯示短期償債能力與現金流充足，資本結構亦穩健。然而，應收帳款佔營收比率過高且週轉率偏低，資金回收效率極差，導致營運資金壓力大。獲利能力指標普遍低於標準，顯示營運效益不足，且每股盈餘呈現負成長，需積極改善營收與成本結構。建議加強應收帳款管理、提升營運效率、改善獲利能力，以降低財務風險，確保公司永續經營。
